x_longitude,y_latitude
128.6035413,35.86493192
128.5986188,35.8676653
128.5967764,35.86951817
128.6062816,35.85966601
128.5971341,35.86671581
128.5916685,35.86946754
128.5911513,35.86729075
128.5922563,35.86762191
128.5891419,35.85704778
128.5916688,35.86481638
128.5917119,35.86926852
128.5909011,35.86730003
128.5886319,35.86444668
128.5956895,35.86577311
128.5846902,35.8703814
128.5860752,35.86973166
128.5894232,35.86511901
128.6124503,35.86902609
128.5890573,35.8683704
128.5893462,35.86689079
128.5911065,35.86749185
128.6099203,35.86445998
128.6064803,35.8607792
128.5817217,35.87224633
128.5892824,35.86573725
128.586169,35.85683954
128.5845664,35.87024942
128.5976964,35.86834906
128.6047557,35.87031705
128.607074,35.86583941
128.5785164,35.86074352
128.5996837,35.86917289
128.6076702,35.86414063
128.6088627,35.86898747
128.5947538,35.87362244
128.5930683,35.87230639
128.5867154,35.86894128
128.6080677,35.86466053
128.5968776,35.8638322
128.5931538,35.86708894
128.598812,35.86166645
128.5963377,35.86988081
128.5895961,35.86660597
128.6034855,35.86470338
128.5909829,35.87039468
128.5963419,35.87361762
128.5918603,35.86863593
128.5960184,35.86499265
128.5974958,35.87304458
128.6045914,35.86123316
128.5970677,35.864517
128.5967008,35.86438217
128.5808727,35.85746071
128.5865523,35.86891657
128.6059878,35.86185539
128.5902353,35.86878128
128.605366,35.86200306
128.6022425,35.87131353
128.6085298,35.86564419
128.5948667,35.86643491
128.586525,35.87245195
128.5923419,35.86685163
128.6000379,35.87033226
128.5969508,35.86602766
128.6053135,35.87198221
128.5931824,35.86968314
128.597891,35.86652717
128.5893037,35.8688477
128.6039154,35.87041853
128.6022822,35.86618685
128.5997366,35.86882745
128.5934355,35.86833513
128.5966072,35.86918538
128.6069255,35.86185129
128.6060547,35.86225961
128.5980707,35.8666628
128.5921739,35.86978762
128.592265,35.8699275
128.5924842,35.8698046
128.6012544,35.85844985
128.5924822,35.86756275
128.5874627,35.86708651
128.6031714,35.86616019
128.583636,35.86565128
128.5966677,35.8641875
128.5930683,35.87230639
128.5923231,35.86958394
128.5907508,35.87523249
128.5791561,35.86812942
128.5991433,35.86809818
128.589732,35.86488511
128.5936335,35.87379753
128.5939977,35.86829
128.5983183,35.86647245
128.5945621,35.86408437
128.6070121,35.86850404
128.6061467,35.86215594
128.599016,35.8677903
128.5838471,35.87038256
128.5956145,35.87335819
128.5962843,35.8680324
128.5960462,35.86621189
128.5964091,35.87007788
128.5938424,35.8664557
128.5955237,35.87205937
128.5949566,35.86567021
128.5925506,35.86667052
128.5896913,35.86755777
128.5885971,35.86818361
128.5926367,35.86803249
128.603248,35.86466137
128.5941058,35.86671839
128.5868499,35.87209169
128.5990868,35.87100654
128.5817462,35.87204119
128.5877294,35.87284914
128.589688,35.86103453
128.5975586,35.8713832
128.5963365,35.87454533
128.5868416,35.87233584
128.5970942,35.86553779
128.5938796,35.87386181
128.5895773,35.86977902
128.5928292,35.86817072
128.5907336,35.86867542
128.5920462,35.86803793
128.5896855,35.86804361
128.5947271,35.86938944
128.5961895,35.86908993
128.5974658,35.86836586
128.5926986,35.86823882
128.5947717,35.86894903
128.5899218,35.8616197
128.5898374,35.86152616
128.604733,35.87070322
128.6050798,35.87120537
128.6047724,35.8707734
128.6048324,35.87109047
128.6050881,35.87064234
128.5811015,35.87083076
128.6048266,35.87090983
128.6048909,35.87131718
128.6053654,35.87150534
128.6063306,35.85628108
128.6050925,35.87100621
128.5926043,35.87099382
128.5923549,35.87095816
128.5916278,35.87044261
128.5942351,35.86446295
128.5892376,35.86958395
128.5943637,35.86928098
128.5913913,35.86940201
128.5976195,35.86653834
128.5945777,35.87189149
128.6047187,35.86976074
128.6096469,35.86456797
128.5922052,35.86822685
128.595963,35.87038687
128.584737,35.86996849
128.5988942,35.8706142
128.5926798,35.87281185
128.5874994,35.86868183
128.6040772,35.8653855
128.6045914,35.86123316
128.5868193,35.86852156
128.5978356,35.86894625
128.5855989,35.8692206
128.5939612,35.87251001
128.5939921,35.87230751
128.5844678,35.87036039
128.59318,35.87111963
128.5928036,35.8714359
128.5979479,35.86766611
