x_longitude,y_latitude
128.6224366,35.83536475
128.6369108,35.82463468
128.6992801,35.84362463
128.6213703,35.85740846
128.6232515,35.8531398
128.6236046,35.82365891
128.6150456,35.85728814
128.6197521,35.83084877
128.7083412,35.83218582
128.6166031,35.83531089
128.6230891,35.85374418
128.623841,35.85320654
128.6153694,35.84718881
128.6209418,35.84054124
128.6242062,35.86355571
128.611234,35.83025835
128.6348909,35.86782025
128.6237366,35.86499252
128.6356368,35.85719814
128.6211557,35.83192775
128.6296026,35.85849063
128.6229855,35.85867833
128.7212975,35.84255813
128.6934126,35.84102574
128.6343438,35.86777921
128.6229647,35.83279933
128.7090059,35.83954258
128.6225133,35.82439267
128.6337194,35.85811199
128.6162868,35.86412209
128.618656,35.86008695
128.6322157,35.85738273
128.7048354,35.8301404
128.6479388,35.81596742
128.6522727,35.85154332
128.6401181,35.82208275
128.6172375,35.833844
128.6164914,35.83111228
128.6229476,35.82567737
128.7065985,35.82950864
128.6290217,35.82163901
128.6363649,35.86810675
128.6164173,35.84505924
128.7086461,35.84070156
128.621437,35.84059413
128.6164901,35.83134827
128.6172965,35.83904567
128.6164561,35.83586504
128.6139478,35.84721158
128.6161478,35.83523461
128.6193259,35.83033684
128.6187674,35.83998155
128.701025,35.84134076
128.6253915,35.83064184
128.6165962,35.8300234
128.6191855,35.86574021
128.6173853,35.82933528
128.6164893,35.83147656
128.6329852,35.85855765
128.6276778,35.85979616
128.6305593,35.86670489
128.6254992,35.8257144
128.6238333,35.82437707
128.6164879,35.83169344
128.6221907,35.85891378
128.6243341,35.82737304
128.6165625,35.83383565
128.6174695,35.83078862
128.6173853,35.82933528
128.6483943,35.85722182
128.6164653,35.83429896
128.616395,35.84097526
128.6317729,35.82909399
128.6192323,35.82414946
128.6164886,35.83159083
128.6241808,35.86043809
128.6189437,35.85934613
128.6170083,35.86459888
128.6250265,35.84243608
128.6122524,35.86320003
128.649048,35.814855
128.7084433,35.83252733
128.6297886,35.86608203
128.626294,35.86590876
128.6224293,35.84626587
128.6163125,35.83884603
128.6164587,35.83546008
128.6184716,35.83020891
128.6173217,35.83207332
128.6173188,35.83273929
128.6180103,35.83020816
128.6172281,35.83545636
128.617207,35.83498881
128.6220049,35.83387943
128.6173152,35.83337957
128.617191,35.83974788
128.6172974,35.83741025
128.6222055,35.83043392
128.6163364,35.83344196
128.6243244,35.82365434
128.6215623,35.83037143
128.6204693,35.83034878
128.6172411,35.84965665
128.6244632,35.85168929
128.6165504,35.83783978
128.6229476,35.82567737
128.6266718,35.83315185
128.6173162,35.83319797
128.6131497,35.8452848
128.614891,35.82644874
128.6368052,35.85941724
128.6171681,35.83363654
128.6164823,35.83071268
128.6340268,35.86173409
128.6245178,35.82707439
128.6210082,35.82443835
