x_longitude,y_latitude
128.558888,35.87896464
128.5555927,35.87031378
128.569729,35.86229203
128.5559656,35.86683962
128.5335779,35.86872356
128.5715254,35.88405733
128.5569814,35.87016421
128.5567429,35.85924807
128.5368662,35.86550027
128.5489723,35.85505681
128.570972,35.87828706
128.5707599,35.87034761
128.5600564,35.87078397
128.5756106,35.8712412
128.5438824,35.86254713
128.5445961,35.86218704
128.5395434,35.8594384
128.5561912,35.86146713
128.5556144,35.86868985
128.5563694,35.86473792
128.5699537,35.8622154
128.5702999,35.86246061
128.5447492,35.8624268
128.5552397,35.87230149
128.5438789,35.86231253
128.5435135,35.86233288
128.5435135,35.86233288
128.5711296,35.86356269
128.5711283,35.86296401
128.5704877,35.86248858
128.5549787,35.86807131
128.5562953,35.86513169
128.5702139,35.86229513
128.5494337,35.85561665
128.566969,35.87244907
128.569095,35.88488845
128.5706428,35.86298912
128.5778064,35.87685899
128.5794366,35.88090868
128.5634867,35.88918425
128.5494699,35.85516545
128.5582329,35.87302919
128.5546904,35.88752678
128.5573164,35.88497719
128.5573164,35.88497719
128.5649073,35.86053558
128.5792806,35.88066798
128.559535,35.87259438
128.5810165,35.88368663
128.5435167,35.86255698
128.5438789,35.86231253
128.5566407,35.86300804
128.5604551,35.85920963
128.5568763,35.86220723
